Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,RottenTomatoesID
21-Dec-18,Second Act,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,15700000,39282227,39462205,63288854,m/second_act_2018
12-Jan-18,The Commuter,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,36343858,36543335,118509836,m/the_commuter
9-Feb-18,The 15:17 to Paris,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,30000000,36276286,36475386,56096200,m/the_1517_to_paris
17-Aug-18,Mile 22,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000,36108758,36306933,66295121,m/mile_22
17-Aug-18,Alpha,Sony Pictures,Adventure,Original Screenplay,Live Action,Historical Fiction,51000000,35851379,36048145,99624873,m/alpha_2018
7-Sep-18,Peppermint,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,25000000,35418723,35613109,51800758,m/peppermint_2018
23-Nov-18,The Favourite,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Dramatization,15000000,34366783,34453984,95872148,m/the_favourite_2018
2-Mar-18,Death Wish,MGM,Action,Remake,Live Action,Contemporary Fiction,30000000,34017028,34203724,48575965,m/death_wish
3-Aug-18,The Spy Who Dumped Me,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,33562069,33746274,77303614,m/the_spy_who_dumped_me_2018
23-Feb-18,Annihilation,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,55000000,32732301,32911953,43070915,m/annihilation
23-Mar-18,Isle of Dogs,Fox Searchlight,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,0,32015231,32190942,58829585,m/isle_of_dogs_2018
15-Nov-19,Ford v. Ferrari,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,97600000,117624357,117624357,224418748,No
1-Jun-18,Adrift,STX Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,31445011,31617590,57897191,m/a_deriva
21-Nov-18,Robin Hood,Lionsgate,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,99000000,30824628,30992814,85210012,m/1017699-robin_hood
20-Apr-18,Super Troopers 2,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13500000,30617396,30785441,31575635,m/super_troopers_2
11-Oct-19,Gisaengchung,Neon,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,11800000,53369745,53369745,254253853,m/parasite_2019
10-Aug-18,Slender Man,Sony Pictures,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,10000000,30564825,30732579,51945949,m/slender_man
27-Jul-18,Teen Titans Go! To The Movies,Warner Bros.,Adventure,Based on TV,Digital Animation,Kids Fiction,10000000,29790236,29953740,51620593,m/teen_titans_go_to_the_movies
5-Oct-18,The Hate U Give,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,23000000,29719483,29882320,35067665,m/the_hate_u_give
24-Aug-18,Searching,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,880000,26015149,26157928,75636047,m/searching_2018
2-Feb-18,Winchester,CBS Films,Horror,Based on Real Life Events,Live Action,Dramatization,3500000,25091816,25229535,45960255,m/winchester
25-Dec-18,On the Basis of Sex,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,24704837,24714028,38837336,m/on_the_basis_of_sex
9-Mar-18,The Strangers: Prey at Night,Aviron Pictures,Horror,Based on Real Life Events,Live Action,Dramatization,5000000,24431472,24565563,32144262,m/the_strangers_prey_at_night
14-Sep-18,White Boy Rick,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,30000000,24004833,24136582,25947983,m/white_boy_rick
21-Mar-14,God’s Not Dead,Pure Flix Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,1150000,60755732,68117809,63777092,m/gods_not_dead
9-Nov-18,Overlord,Paramount Pictures,Action,Original Screenplay,Live Action,Historical Fiction,38000000,21704844,21823975,39178189,m/overlord
5-May-17,Guardians of the Galaxy Vol 2,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,200000000,389813101,398070004,869113101,m/star_wars_the_last_jedi
17-Mar-17,Beauty and the Beast,Walt Disney,Musical,Remake,Animation/Live Action,Fantasy,160000000,504014165,514690049,1273109220,m/beauty_and_the_beast_1991
2-Jun-17,Wonder Woman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,150000000,412563408,421302210,818058221,m/wonder_woman_2009
20-Dec-17,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,90000000,404508916,409381248,961613199,m/jumanji_welcome_to_the_jungle
25-Jan-13,Hansel & Gretel: Witch Hunters,Paramount Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,50000000,55703475,62760610,214949716,m/hansel_and_gretel_witch_hunters
7-Jul-17,Spider-Man: Homecoming,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,175000000,334201140,341280092,878346440,m/spider_man_homecoming
8-Sep-17,It,Warner Bros.,Horror,Remake,Live Action,Historical Fiction,35000000,328828874,334418373,701083042,m/1010770-it
3-Nov-17,Thor: Ragnarok,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,180000000,315058289,321671601,850482778,m/thor_ragnarok_2017
30-Jun-17,Despicable Me 3,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000,264624300,270229490,1032596894,m/despicable_me_3
17-Nov-17,Justice League,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,300000000,229024295,233820835,655945209,m/justice_league_2017
3-Mar-17,Logan,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,127000000,226277068,231070004,614202315,m/logan_2017
14-Apr-17,The Fate of the Furious,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,250000000,225764765,230546849,1236703796,m/the_fate_of_the_furious
22-Nov-17,Coco,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,175000000,210460015,214433264,797666425,m/coco_2017
21-Jul-17,Dunkirk,Warner Bros.,Action,Original Screenplay,Live Action,Dramatization,150000000,190068280,194067644,519452014,m/dunkirk_2017
24-Feb-17,Get Out,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,175837935,179556921,252297405,m/get_out
10-Feb-17,The Lego Batman Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,80000000,175750384,179473080,310570560,m/the_lego_batman_movie
31-Mar-17,The Boss Baby,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,125000000,175003033,178709896,527965936,m/the_boss_baby
20-Dec-17,The Greatest Showman,20th Century Fox,Musical,Based on Real Life Events,Live Action,Dramatization,84000000,174340174,176066586,433748957,m/the_greatest_showman_2017
1-Nov-19,Harriet,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,17000000,43082155,43082155,43248374,No
10-Mar-17,Kong: Skull Island,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,185000000,168052812,171612463,561072059,m/kong_skull_island
16-Jun-17,Cars 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000,152901115,156139821,383541369,m/cars_3
14-Jul-17,War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,152000000,146880162,149991336,489592267,m/war_for_the_planet_of_the_apes
20-Jan-17,Split,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,138141585,141067655,278754594,m/split_2017
17-Nov-17,Wonder,Lionsgate,Drama,Based on Factual Book/Article,Live Action,Dramatization,20000000,132422809,135057266,311940097,m/wonder
21-Jun-17,Transformers: The Last Knight,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,217000000,130168683,132925871,602893340,m/transformers_the_last_knight_2017
21-Jul-17,Girls Trip,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,115108515,117546708,140886353,m/girls_trip
10-Feb-17,Fifty Shades Darker,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,55000000,114434010,116857912,381367046,m/fifty_shades_darker
28-Jun-17,Baby Driver,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,34000000,107825862,110109795,228104185,m/baby_driver
22-Dec-17,Pitch Perfect 3,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,45000000,104897530,106466634,185736412,m/pitch_perfect_3
15-Jul-11,Harry Potter and the Deathly Hallows:…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,125000000,381193157,440108798,1332227707,m/harry_potter_and_the_deathly_hallows_part_2_2011
10-Nov-17,Murder on the Orient Express,20th Century Fox,Drama,Remake,Live Action,Historical Fiction,55000000,102826543,104969945,351767147,m/murder_on_the_orient_express
11-Aug-17,Annabelle: Creation,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,15000000,102092201,104254687,305384865,m/annabelle_creation
22-Sep-17,Kingsman: The Golden Circle,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,104000000,100234838,102357861,408803696,m/kingsman_the_golden_circle
6-Oct-17,Blade Runner 2049,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,185000000,92054159,93997749,258829058,m/blade_runner_2049
19-Nov-10,Harry Potter and the Deathly Hallows:…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,125000000,296131568,343552835,955371891,m/harry_potter_and_the_deathly_hallows_part_1
28-Jul-17,The Emoji Movie,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000,86089513,87913036,216564840,m/the_emoji_movie
25-Dec-18,Holmes & Watson,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,42000000,30568743,30724133,41926605,m/holmes_and_watson_2018
15-Dec-17,Ferdinand,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,111000000,84410380,85713986,289838913,m/ferdinand
22-Dec-17,The Post,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,50000000,81903458,82380607,179769457,m/the_post
9-Jun-17,The Mummy,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,195000000,80101125,81797802,409953905,m/1014370-mummy
17-Dec-10,How Do You Know?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,120000000,30212620,35045455,49628177,m/how_do_you_know
19-May-17,Alien: Covenant,20th Century Fox,Horror,Original Screenplay,Live Action,Science Fiction,97000000,74262031,75835026,238521247,m/alien_covenant
22-Feb-19,How to Train Your Dragon: The Hidden …,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,129000000,160799505,160799505,522747474,m/how_to_train_your_dragon_the_hidden_world
1-Nov-17,A Bad Moms Christmas,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,72110659,73634648,127710550,m/a_bad_moms_christmas
13-Sep-13,Insidious Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,83586447,94176113,161921515,m/insidious_chapter_2
1-Dec-17,The Shape of Water,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,19500000,63859435,64455842,195790794,m/the_shape_of_water_2017
22-Sep-17,The Lego Ninjago Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,70000000,59281555,60537240,122737201,m/the_lego_ninjago_movie
25-May-17,Baywatch,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,60000000,58060186,59289996,175863783,m/baywatch_2017
3-Mar-17,The Shack,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,57386418,58601952,96908458,m/the_shack
22-Nov-17,Darkest Hour,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,30000000,56443120,57037461,150832086,m/darkest_hour_2017
13-Oct-17,Happy Death Day,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,55683845,56863320,125010260,m/happy_death_day
5-Jun-15,Insidious Chapter 3,Focus Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,52218558,56740448,120453155,m/insidious_chapter_3_2015
28-Jul-17,Atomic Blonde,Focus Features,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Historical Fiction,30000000,51573925,52666345,98345423,m/atomic_blonde_2017
29-Sep-17,American Made,Universal,Action,Based on Real Life Events,Live Action,Dramatization,50000000,51342000,52429504,135569212,m/american_made_2017
4-Aug-17,The Dark Tower,Sony Pictures,Western,Based on Fiction Book/Short Story,Live Action,Science Fiction,60000000,50701325,51775270,113461527,m/the_dark_tower_2017
3-Nov-17,Lady Bird,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,10000000,48958273,49720251,78944998,m/lady_bird
13-Feb-19,Isn’t it Romantic,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,31000000,48791187,48791189,48791187,m/isnt_it_romantic_2019
12-May-17,Snatched,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000,45852178,46823410,57852177,m/snatched_2017
17-Feb-17,The Great Wall,Universal,Action,Original Screenplay,Live Action,Historical Fiction,150000000,45157105,46113602,334486852,m/the_great_wall_2017
7-Apr-17,Smurfs: The Lost Village,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,60000000,45020282,45973893,197578586,m/smurfs_the_lost_village
7-Apr-17,Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,24000000,45018541,45972107,80812424,m/going_in_style
16-Jun-17,All Eyez on Me,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,45000000,44922302,45873830,57697426,m/all_eyez_on_me_2017
20-Jan-17,xXx: Return of Xander Cage,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,85000000,44898413,45849437,345033359,m/xxx_return_of_xander_cage
16-Jun-17,47 Meters Down,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,5300000,44307193,45245692,62633705,m/47_meters_down
23-Jun-17,The Big Sick,Lionsgate,Romantic Comedy,Based on Real Life Events,Live Action,Dramatization,5000000,42872467,43780577,56868677,m/the_big_sick
17-Nov-17,The Star,Sony Pictures,Adventure,Based on Religious Text,Digital Animation,Kids Fiction,20000000,40847995,41699352,62695827,m/1037244-star
31-Mar-17,Ghost in the Shell,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,110000000,40563557,41422757,167910690,m/ghost_in_the_shell
6-Sep-19,It: Chapter Two,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,70000000,211593228,211593228,469566806,m/it_chapter_two
12-May-17,King Arthur: Legend of the Sword,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,175000000,39175066,40004862,139630336,m/king_arthur_legend_of_the_sword
27-Oct-17,Jigsaw,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,38052832,38858854,104223315,m/jigsaw_2017
15-Sep-17,American Assassin,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,63000000,36249674,37017502,68310140,m/american_assassin_2017
13-Oct-17,The Foreigner,STX Entertainment,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,34393507,35122014,145374099,m/the_foreigner_2017
19-May-17,"Everything, Everything",Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000,34121140,34843889,61603136,m/everything_everything_2017
4-Aug-17,Wind River,Weinstein Co.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,11000000,33800859,34516822,44998252,m/wind_river_2017
20-Oct-17,Geostorm,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,100000000,33700160,34412086,220796009,m/geostorm
13-Jan-17,Monster Trucks,Paramount Pictures,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,125000000,33370166,34076995,61642798,m/monster_trucks_2017
17-Feb-17,Fist Fight,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,32187017,32868791,40286416,m/fist_fight_2017
28-Apr-17,How to Be a Latin Lover,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,32149404,32830383,62556228,m/how_to_be_a_latin_lover
4-Aug-17,Kidnap,Aviron Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,21000000,30718107,31368768,34836080,m/kidnap_2017
6-Jan-17,Underworld: Blood Wars,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,35000000,30353973,30996918,81209222,m/underworld_blood_wars_2017
6-Oct-17,The Mountain Between Us,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,0,30348555,30991385,62617547,m/the_mountain_between_us
24-Mar-17,Life,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,58000000,30234022,30874430,101815660,m/1086991-life
8-Dec-17,"I, Tonya",Neon,Black Comedy,Based on Real Life Events,Live Action,Dramatization,11000000,30014534,30216156,53797409,m/i_tonya
22-Dec-17,Hostiles,Entertainment Studios Motion Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,50000000,29819114,29984115,36976336,m/hostiles
15-Oct-10,Jackass 3D,Paramount Pictures,Documentary,Based on TV,Live Action,Factual,20000000,117229692,136098657,171685793,m/jackass_3
11-Aug-17,The Nut Job 2: Nutty by Nature,Open Road,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,40000000,28370522,28971450,57438389,m/the_nut_job_2_nutty_by_nature
3-Feb-17,Rings,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,25000000,27793018,28381720,82917283,m/rings_2017
18-Aug-17,Logan Lucky,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,29000000,27778642,28367036,49046121,m/logan_lucky
8-Sep-17,Home Again,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,15000000,27020284,27592613,37336874,m/home_again_2017
27-Jan-17,Resident Evil: The Final Chapter,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,40000000,26844692,27413306,314101190,m/resident_evil_the_final_chapter
30-Jun-17,The House,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,25584504,26126427,31192425,m/the_house_2017
25-Dec-17,All the Money in the World,Sony Pictures,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,50000000,25106325,25443613,56890649,m/all_the_money_in_the_world_2017
7-Apr-17,Gifted,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000,24801212,25326548,36964656,m/gifted_2017
22-Dec-17,Downsizing,Paramount Pictures,Comedy,Original Screenplay,Live Action,Science Fiction,68000000,24449754,24853260,54462971,m/downsizing
13-Jan-17,The Bye Bye Man,STX Entertainment,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,7400000,22395806,22870184,31187727,m/the_bye_bye_man
17-May-19,John Wick: Chapter 3 — Parabellum,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,171016727,171016727,325674995,m/john_wick_chapter_3_parabellum
16-Jun-17,Rough Night,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,22105643,22573877,46844357,m/rough_night
6-Oct-17,My Little Pony: The Movie,Lionsgate,Adventure,Based on Toy,Digital Animation,Kids Fiction,6500000,21885107,22348669,61294644,m/my_little_pony_the_movie_2017
10-Feb-17,John Wick: Chapter Two,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,92029184,93978513,171317271,m/john_wick_chapter_2
25-Dec-17,Phantom Thread,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,35000000,21198205,21322831,47812199,m/phantom_thread
16-Dec-16,Rogue One: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Science Fiction,200000000,532177324,559504855,1055135598,m/rogue_one_a_star_wars_story
17-Jun-16,Finding Dory,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,486295561,514967322,1025006125,m/finding_dory
6-May-16,Captain America: Civil War,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,250000000,408084349,432144810,1151918521,m/captain_america_civil_war
8-Jul-16,The Secret Life of Pets,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000,368384330,390104092,885302500,m/the_secret_life_of_pets
15-Apr-16,The Jungle Book,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,175000000,364001123,385462455,953554418,m/1031385-jungle_book
12-Feb-16,Deadpool,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,58000000,363070709,384477187,784157111,m/deadpool
4-Mar-16,Zootopia,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,150000000,341268248,361389260,1004629935,m/zootopia
25-Mar-16,Batman v Superman: Dawn of Justice,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,263000000,330360194,349838079,872395091,m/batman_v_superman_dawn_of_justice
5-Aug-16,Suicide Squad,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,175000000,325100054,344267800,745744980,m/suicide_squad_2016
21-Dec-16,Sing,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000,270329045,282344991,631064182,m/sing_2016
23-Nov-16,Moana,Walt Disney,Musical,Original Screenplay,Digital Animation,Kids Fiction,150000000,248757044,261961216,634965560,m/moana_2016
18-Nov-16,Fantastic Beasts and Where to Find Them,Warner Bros.,Adventure,Spin-Off,Animation/Live Action,Fantasy,180000000,234037575,247407093,811724385,m/fantastic_beasts_and_where_to_find_them
4-Nov-16,Doctor Strange,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,165000000,232641920,246262634,676354481,m/doctor_strange_2016
25-Dec-16,Hidden Figures,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,25000000,169607287,173274920,231771716,m/hidden_figures
29-Jul-16,Jason Bourne,Universal,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,120000000,162192920,171755734,416168316,m/jason_bourne
22-Jul-16,Star Trek Beyond,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,185000000,158848340,168213956,335673708,m/star_trek_beyond
27-May-16,X-Men: Apocalypse,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,178000000,155442489,164607298,542537546,m/x_men_apocalypse
4-Nov-16,Trolls,20th Century Fox,Adventure,Based on Toy,Digital Animation,Kids Fiction,125000000,153707064,162634435,343242613,m/trolls
9-Dec-16,La La Land,Lionsgate,Musical,Original Screenplay,Live Action,Contemporary Fiction,20000000,151101803,155596981,442896321,m/la_la_land
29-Jan-16,Kung Fu Panda 3,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,140000000,143528619,151990991,521170825,m/kung_fu_panda_3
15-Jul-16,Ghostbusters,Sony Pictures,Comedy,Remake,Animation/Live Action,Science Fiction,144000000,128350574,135918059,229008658,m/ghostbusters_2016
17-Jun-16,Central Intelligence,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,127440871,134954729,217194805,m/central_intelligence
1-Jul-16,The Legend of Tarzan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,180000000,126643061,134109875,348902025,m/the_legend_of_tarzan
9-Sep-16,Sully,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,60000000,125070033,132440565,238524556,m/sully
29-Jul-16,Bad Moms,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,113257297,119934894,180485601,m/bad_moms
20-May-16,The Angry Birds Movie,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,73000000,107509366,113848064,352327887,m/the_angry_birds_movie
24-Jun-16,Independence Day: Resurgence,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,165000000,103144286,109225617,384169424,m/independence_day_resurgence
18-Oct-19,Jojo Rabbit,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Historical Fiction,14000000,33370906,33370906,87068472,No
11-Nov-16,Arrival,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,47000000,100546139,106158666,202863303,m/arrival_2016
21-Dec-16,Passengers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,110000000,100014699,104225320,302239672,m/10009239-passengers
12-Aug-16,Sausage Party,Sony Pictures,Comedy,Original Screenplay,Digital Animation,Fantasy,19000000,97670358,103428949,141344255,m/sausage_party
23-Sep-16,The Magnificent Seven,Sony Pictures,Western,Remake,Live Action,Historical Fiction,90000000,93432655,98940934,162136124,m/1013077-magnificent_seven
15-Jan-16,Ride Along 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,90862685,96219901,124827316,m/ride_along_2
23-Jun-10,Knight and Day,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,117000000,76423035,88724337,258751370,m/knight_and_day
8-Nov-19,Last Christmas,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,35150750,35150750,123446172,No
14-Oct-16,The Accountant,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,86260045,91330659,152962083,m/the_accountant_2016
24-Sep-10,Legend of the Guardians: The Owls of …,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000,55675313,64636258,139716717,m/legend_of_the_guardians
1-Jul-16,The Purge: Election Year,Universal,Horror,Original Screenplay,Live Action,Science Fiction,10000000,79042440,83702743,118514727,m/the_purge_election_year
27-May-16,Alice Through the Looking Glass,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,170000000,77042381,81584758,276928112,m/alice_in_wonderland_through_the_looking_glass
25-Dec-12,Les Misérables,Universal,Musical,Based on Fiction Book/Short Story,Live Action,Historical Fiction,65000000,148809770,170153201,438420442,m/les_miserables_2012
7-Oct-16,The Girl on the Train,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,75395035,79840291,174278214,m/the_girl_on_the_train_2016
13-Aug-14,Let’s Be Cops,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,17000000,82390774,92374478,136890774,m/lets_be_cops
23-Sep-16,Storks,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,70000000,72679278,76954424,183353431,m/storks
11-Mar-16,10 Cloverfield Lane,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,15000000,72082999,76332973,108286422,m/10_cloverfield_lane
22-Jul-16,Lights Out,Warner Bros.,Horror,Based on Short Film,Live Action,Contemporary Fiction,5000000,67268835,71234975,148806510,m/lights_out_2016
4-Nov-16,Hacksaw Ridge,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,40000000,67209615,71073924,169023926,m/hacksaw_ridge
18-Mar-16,The Divergent Series: Allegiant,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000,66184051,70086229,172022517,m/the_divergent_series_allegiant
