Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,RottenTomatoesID
12-Aug-11,30 Minutes or Less,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,37053924,42801245,41146935,m/30_minutes_or_less
26-Aug-11,Colombiana,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,36665854,42352991,72295262,m/colombiana
25-Mar-11,Sucker Punch,Warner Bros.,Action,Original Screenplay,Live Action,Fantasy,75000000,36392502,42037237,89758389,m/sucker_punch_2011
1-Jul-11,Larry Crowne,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,35608245,41131340,61449135,m/larry_crowne
16-Nov-12,"The Twilight Saga: Breaking Dawn, Part 2",Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,136200000,292324737,336316984,829724737,m/the_twilight_saga_breaking_dawn_part_2
16-Sep-11,Drive,FilmDistrict,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,35060689,40497853,81357930,m/drive_2011
30-Sep-11,50/50,Summit Entertainment,Black Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,8000000,35016118,40447363,41334735,m/5050_2011
30-Sep-11,Courageous,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000,34522221,39874744,35185884,m/courageous
28-Jan-11,The Rite,Warner Bros.,Horror,Based on Factual Book/Article,Live Action,Dramatization,37000000,33047633,38173558,97143987,m/the_rite
8-Apr-11,Arthur,Warner Bros.,Romantic Comedy,Remake,Live Action,Contemporary Fiction,40000000,33035397,38159424,47787943,m/1001240-arthur
2-Jan-15,The Woman in Black 2: Angel of Death,Relativity,Horror,Original Screenplay,Live Action,Fantasy,0,26501323,29315847,45006692,m/the_woman_in_black_2_angel_of_death
31-Aug-11,The Debt,Focus Features,Thriller/Suspense,Remake,Live Action,Historical Fiction,20000000,31177548,36013401,46604054,m/1211195-debt
9-Dec-11,The Sitter,20th Century Fox,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,30542576,35263728,38749404,m/the_sitter_2011
13-May-11,Priest,Sony Pictures,Horror,Based on Comic/Graphic Novel,Live Action,Fantasy,60000000,29136626,33655919,84154026,m/10009274-priest
28-Jan-11,The Mechanic,CBS Films,Action,Remake,Live Action,Contemporary Fiction,42500000,29121498,33638451,76347393,m/1013632-mechanic
18-Jun-10,Toy Story 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,415004880,481805411,1068879522,m/toy_story_3
5-Mar-10,Alice in Wonderland,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,200000000,334191110,387983589,1025491110,m/1029112-alice_in_wonderland
7-May-10,Iron Man 2,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,170000000,312433331,362723616,621156389,m/iron_man_2
30-Jun-10,The Twilight Saga: Eclipse,Summit Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,68000000,300531751,348906314,706102828,m/1210749-eclipse
10-Nov-17,"Three Billboards Outside Ebbing, Miss…",Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000,54513740,55192160,161456746,m/three_billboards_outside_ebbing_missouri
16-Jul-10,Inception,Warner Bros.,Thriller/Suspense,Original Screenplay,Animation/Live Action,Science Fiction,160000000,292576195,339670167,728582465,m/inception
9-Jul-10,Despicable Me,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,69000000,251513985,291996673,543464573,m/1214097-despicable_me
21-May-10,Shrek Forever After,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,165000000,238736787,277164636,756244673,m/shrek_forever_after
26-Mar-10,How to Train Your Dragon,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Fantasy,165000000,217581232,252603809,494870992,m/how_to_train_your_dragon
24-Nov-10,Tangled,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,260000000,200821936,232953630,584899819,m/tangled
11-Jun-10,The Karate Kid,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,40000000,176591618,205016381,351774938,m/karate_kid
22-Jan-10,Tooth Fairy,20th Century Fox,Adventure,Original Screenplay,Live Action,Fantasy,48000000,60022256,69683637,112610386,m/1202110-tooth_fairy
22-Dec-10,True Grit,Paramount Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,35000000,171243005,198311573,252276928,m/true_grit
1-Apr-10,Clash of the Titans,Warner Bros.,Action,Remake,Live Action,Fantasy,125000000,163214888,189486490,493214888,m/clash_of_the_titans
25-Jun-10,Grown Ups,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,75000000,162001186,188077425,272223000,m/grown_ups
22-Dec-10,Little Fockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,100000000,148438600,172063190,310650574,m/little_fockers
5-Nov-10,Megamind,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,130000000,148415853,172280602,321887208,m/megamind
17-Dec-10,Tron: Legacy,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,200000000,172062763,199519859,399866199,m/10011582-TRON_legacy
1-Jul-10,The Last Airbender,Paramount Pictures,Adventure,Based on TV,Live Action,Fantasy,150000000,131772187,152982662,319713881,m/last_airbender
19-Feb-10,Shutter Island,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,80000000,128012934,148618307,299461782,m/1198124-shutter_island
6-Aug-10,The Other Guys,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,100000000,119219978,138410009,170936470,m/other_guys
23-Jul-10,Salt,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,130000000,118311368,137355153,290650494,m/1213717-salt
13-Apr-18,Truth or Dare,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3500000,41411015,41638301,95292744,m/blumhouses_truth_or_dare
12-Feb-10,Valentine's Day,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,52000000,110485654,128269779,217569328,m/valentines_day_2010
3-Dec-10,Black Swan,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,13000000,106954678,123824083,331266710,m/black_swan_2010
14-May-10,Robin Hood,Universal,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,210000000,105487148,122466699,322459006,m/1017699-robin_hood
1-Mar-19,Tyler Perry’s A Madea Family Funeral,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,73257045,73257045,74781999,m/tyler_perrys_a_madea_family_funeral
13-Aug-10,The Expendables,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,82000000,103068524,119658765,268268174,m/the_expendables
5-Nov-10,Due Date,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,100539043,116714476,211739043,m/due-date
17-Dec-10,Yogi Bear,Warner Bros.,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000,100246011,116179962,204774690,m/yogi_bear_2010
9-Apr-10,Date Night,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,55000000,98711404,114600311,152269033,m/date_night
1-Oct-10,The Social Network,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,40000000,96962694,112548206,224922135,m/the-social-network
27-May-10,Sex and the City 2,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,95000000,95347692,110695165,294680778,m/sex_and_the_city_2
15-Jan-10,The Book of Eli,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,80000000,94835059,110100021,158750817,m/the_book_of_eli
10-Dec-10,The Fighter,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,11000000,93617009,108409333,129262388,m/the_fighter_2011
17-Sep-10,The Town,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,37000000,92186262,107024790,152566881,m/the_town
20-Oct-17,Tyler Perry’s Boo 2! A Madea Halloween,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,47319572,48321876,47879572,m/tyler_perrys_boo_2_a_madea_halloween
15-Oct-10,Red,Summit Entertainment,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,60000000,90380162,104922918,196439693,m/10009421-red
21-Oct-16,Tyler Perry’s Boo! A Madea Halloween,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,20000000,73206343,77522555,73206343,m/tyler_perrys_boo_a_madea_halloween
20-Oct-10,Paranormal Activity 2,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000,84752907,98394467,177512032,m/paranormal_activity_2
12-Nov-10,Unstoppable,20th Century Fox,Action,Based on Real Life Events,Live Action,Dramatization,95000000,81562942,94679308,165720921,m/unstoppable-2010
13-Aug-10,Eat Pray Love,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,60000000,80574010,93543468,206598789,m/eat_pray_love
5-Feb-10,Dear John,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000,80014842,92894290,142033509,m/dear_john
11-Jun-10,The A-Team,20th Century Fox,Action,Based on TV,Live Action,Contemporary Fiction,110000000,77222099,89652016,177241171,m/a_team
29-Mar-13,Tyler Perry’s Temptation,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,37000000,51975354,58560173,53143144,No
30-Jul-10,Dinner for Schmucks,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,69000000,73026337,84780893,86796502,m/dinner_for_schmucks
10-Dec-10,The Tourist,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,100000000,67631157,78441165,278731369,m/tourist
19-Mar-10,The Bounty Hunter,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,45000000,67061228,77855622,135808837,m/1220551-bounty_hunter
19-Mar-10,Diary of a Wimpy Kid,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,64003625,74305856,76954311,m/diary_of_a_wimpy_kid
14-Jul-10,The Sorcerer's Apprentice,Walt Disney,Adventure,Based on Short Film,Animation/Live Action,Fantasy,160000000,63150991,73315971,217986320,m/sorcerers_apprentice
30-Apr-10,A Nightmare on Elm Street,Warner Bros.,Horror,Remake,Live Action,Contemporary Fiction,35000000,63075011,73227770,117729621,m/nightmare_on_elm_street
31-Mar-10,The Last Song,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,62950384,73083078,92678948,m/10011984-last_song
12-Feb-10,The Wolfman,Universal,Horror,Remake,Live Action,Historical Fiction,150000000,62189884,72200173,142634358,m/1194949-wolfman
4-Jun-10,Get Him to the Greek,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,40000000,61153526,70996998,92994927,m/1212410-get_him_to_the_greek
10-Sep-10,Resident Evil: Afterlife,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,57500000,60128566,69807050,295874190,m/resident_evil_afterlife
29-Jun-12,Tyler Perry's Madea's Witness Protection,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,65653242,75550709,66950887,m/madeas_witness_protection
21-Jul-17,Valerian and the City of a Thousand P…,STX Entertainment,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,180000000,40479370,41336790,215098356,m/valerian_and_the_city_of_a_thousand_planets
8-Oct-10,Secretariat,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,59699513,69305146,60376247,m/secretariat
17-Sep-10,Easy A,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000,58401464,67801954,76200721,m/easy-a
27-Aug-10,Takers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,32000000,57744720,67039494,70587268,m/takers
22-Sep-17,Victoria and Abdul,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,21000000,22245070,22716067,68271146,m/victoria_and_abdul
8-Oct-10,Life as We Know It,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000,53374681,61963177,105887837,m/10012044-life_as_we_know_it
14-May-10,Letters to Juliet,Summit Entertainment,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000,53032453,61568729,82148538,m/letters_to_juliet
19-Mar-10,Hubble 3D,Warner Bros.,Documentary,Based on Real Life Events,Live Action,Factual,0,52509100,59180507,68204406,m/hubble_3d
24-Sep-10,Wall Street 2: Money Never Sleeps,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,70000000,52474616,60921099,137431619,m/wall_street_money_never_sleeps
9-Jul-10,Predators,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,40000000,52000688,60370885,127234389,m/10012256-predators
26-Mar-10,Hot Tub Time Machine,MGM,Comedy,Original Screenplay,Live Action,Science Fiction,36000000,50269859,58361456,65967750,m/hot_tub_time_machine
16-Apr-10,Kick-Ass,Lionsgate,Black Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,28000000,48071303,55809013,97531134,m/1217700-kick_ass
4-Jun-10,Killers,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,75000000,47059963,54634884,95572749,m/killers_2010
29-Oct-10,Saw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000,45710178,53067828,133735284,m/saw3d
26-Feb-10,Cop Out,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,44875481,52098782,55909910,m/cop_out
30-Jul-10,Cats & Dogs: The Revenge of Kitty Galore,Warner Bros.,Adventure,Original Screenplay,Live Action,Kids Fiction,85000000,43585753,50601461,113026383,m/cats_and_dogs_the_revenge_of_kitty_galore
29-Jan-10,Edge of Darkness,Warner Bros.,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,60000000,43313890,50285835,82812456,m/edge_of_darkness
25-Dec-10,Gulliver's Travels,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,112000000,42779261,49575413,232017848,m/1009027-gullivers_travels
16-Apr-10,Death at a Funeral,Sony Pictures,Black Comedy,Remake,Live Action,Contemporary Fiction,21000000,42739347,49618813,48977233,m/death_at_a_funeral
7-Aug-13,We’re the Millers,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,150394119,169447735,267816276,m/were_the_millers
27-Aug-10,The Last Exorcism,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,1800000,41034350,47639365,70165900,m/last_exorcism
22-Jan-10,Legion,Sony Pictures,Horror,Original Screenplay,Live Action,Fantasy,26000000,40168080,46633661,67647574,m/legion_2010
24-Nov-10,Burlesque,Sony Pictures,Musical,Original Screenplay,Live Action,Contemporary Fiction,55000000,39440655,45779152,90552675,m/burlesque
26-Feb-10,The Crazies,Overture Films,Horror,Remake,Live Action,Contemporary Fiction,19000000,39123589,45421051,56445534,m/1205380-crazies
5-Nov-10,For Colored Girls,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,21000000,37729698,43802470,38017873,m/for-colored-girls-who-have-considered-suicide-when-the-rainbow-is-enuf
23-Apr-10,The Back-up Plan,CBS Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,37490007,43524519,75281179,m/back_up_plan
18-Aug-10,Vampires Suck,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,36661504,42562654,81424988,m/vampires_suck
1-Sep-10,The American,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,35606376,41337688,67950723,m/the_american
12-Mar-10,Green Zone,Universal,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,100000000,35497337,41211106,97523020,m/1202804-green_zone
17-Sep-10,Devil,Universal,Horror,Original Screenplay,Live Action,Fantasy,10000000,33679655,39100843,63354114,m/devil
4-Jun-10,Marmaduke,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,50000000,33644788,39060365,89895930,m/marmaduke
13-Aug-10,Scott Pilgrim vs. The World,Universal,Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,85000000,32841100,37929352,49286548,m/scott_pilgrims_vs_the_world
15-Oct-10,Hereafter,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,50000000,32746941,38017792,108660270,m/hereafter
29-Jan-10,When in Rome,Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,0,32680633,37941013,43796937,m/when_in_rome
24-Nov-10,Love and Other Drugs,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000,32367005,37570464,102716321,m/love-and-other-drugs
12-Mar-10,She's Out of My League,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,32010860,37163430,48680977,m/shes_out_of_my_league
30-Jul-10,Charlie St. Cloud,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,44000000,31206263,36229321,48478084,m/charlie_st_cloud
10-Nov-10,Morning Glory,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,31011732,36002006,59795070,m/1014246-morning_glory
2-Apr-10,Why Did I Get Married Too?,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,20000000,60095852,69769073,60831067,m/why_did_i_get_married_too
8-Jan-10,Daybreakers,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,20000000,30101577,34946820,51445503,m/daybreakers
8-Jun-18,Won’t You Be My Neighbor?,Focus Features,Documentary,Based on Real Life Events,Live Action,Factual,0,22835787,22961125,22847638,m/wont_you_be_my_neighbor
20-Aug-10,The Switch,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000,27758465,32226556,49858465,m/the_switch_2010
5-Mar-10,Brooklyn's Finest,Overture Films,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,17000000,27163593,31535929,39233233,m/brooklyns_finest
3-Sep-10,Machete,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,12500000,26593646,30874247,46370970,m/machete
