Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office
8-Feb-13,Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","$134,506,920 ","$151,547,767 ","$175,361,578 "
12-Jul-13,Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000 ","$133,668,525 ","$150,603,151 ","$247,023,808 "
26-Jul-13,The Wolverine,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$115,000,000 ","$132,556,852 ","$149,350,640 ","$416,456,852 "
18-Dec-13,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ","$127,413,176 ","$143,452,488 ","$172,246,223 "
25-Dec-13,Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,"$40,000,000 ","$125,095,601 ","$140,255,859 ","$149,804,632 "
27-Mar-13,G.I. Joe: Retaliation,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,"$140,000,000 ","$122,523,060 ","$138,045,661 ","$375,740,705 "
27-Sep-13,Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$78,000,000 ","$119,793,567 ","$134,958,329 ","$274,392,649 "
31-May-13,Now You See Me,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000 ","$117,723,989 ","$132,638,586 ","$342,769,200 "
25-Dec-13,The Wolf of Wall Street,Paramount Pictures,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$100,000,000 ","$116,949,183 ","$131,468,982 ","$389,918,903 "
16-Aug-13,Lee Daniels' The Butler,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000 ","$116,632,095 ","$131,406,484 ","$177,025,498 "
23-May-13,The Hangover 3,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$103,000,000 ","$112,200,072 ","$126,414,833 ","$362,000,072 "
24-May-13,Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$100,000,000 ","$107,518,682 ","$121,140,359 ","$262,794,441 "
11-Oct-13,Captain Phillips,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$55,000,000 ","$107,136,417 ","$120,696,960 ","$220,648,184 "
25-Oct-13,Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,"$15,000,000 ","$102,003,019 ","$114,923,815 ","$160,903,019 "
12-Jul-13,Pacific Rim,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$190,000,000 ","$101,802,906 ","$114,700,439 ","$411,002,906 "
12-Jun-13,This is the End,Sony Pictures,Comedy,Based on Short Film,Live Action,Science Fiction,"$32,000,000 ","$101,470,202 ","$114,325,584 ","$126,539,117 "
22-Mar-13,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","$98,927,592 ","$111,460,849 ","$172,878,928 "
12-Apr-13,42,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$31,000,000 ","$95,020,213 ","$107,058,443 ","$97,470,701 "
9-Aug-13,Elysium,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$120,000,000 ","$93,050,117 ","$104,838,746 ","$286,192,091 "
9-Aug-13,Disney Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","$90,282,580 ","$101,720,591 ","$238,059,569 "
2-Jul-13,The Lone Ranger,Walt Disney,Western,Based on TV,Live Action,Historical Fiction,"$225,000,000 ","$89,302,115 ","$100,615,904 ","$260,002,115 "
19-Apr-13,Oblivion,Universal,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$120,000,000 ","$89,107,235 ","$100,396,339 ","$287,916,633 "
13-Sep-13,Insidious Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$83,586,447 ","$94,176,113 ","$161,921,515 "
13-Dec-13,Saving Mr. Banks,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,"$35,000,000 ","$83,299,761 ","$93,718,827 ","$114,962,525 "
17-Jul-13,Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","$83,028,130 ","$93,547,068 ","$286,896,578 "
2-Aug-13,2 Guns,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$61,000,000 ","$75,612,460 ","$85,191,893 ","$132,493,015 "
28-Jun-13,White House Down,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$150,000,000 ","$73,103,784 ","$82,365,392 ","$205,440,387 "
18-Jan-13,Mama,Universal,Horror,Based on Short Film,Live Action,Fantasy,"$15,000,000 ","$71,628,180 ","$80,702,843 ","$148,095,566 "
14-Feb-13,Safe Haven,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$28,000,000 ","$71,399,120 ","$80,444,760 ","$94,050,951 "
31-Jul-13,The Smurfs 2,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,"$110,000,000 ","$71,017,784 ","$80,015,110 ","$348,547,523 "
15-Nov-13,The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","$70,525,195 ","$79,459,931 ","$72,835,710 "
7-Aug-13,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$90,000,000 ","$68,559,554 ","$77,245,217 ","$200,859,554 "
14-Feb-13,A Good Day to Die Hard,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$92,000,000 ","$67,349,198 ","$75,881,751 ","$304,249,198 "
1-Feb-13,Warm Bodies,Lionsgate,Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,"$30,000,000 ","$66,380,662 ","$74,790,511 ","$114,834,312 "
1-Mar-13,Jack the Giant Slayer,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$195,000,000 ","$65,187,603 ","$73,446,300 ","$197,687,603 "
7-Jun-13,The Purge,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$3,000,000 ","$64,473,115 ","$72,641,292 ","$91,266,581 "
28-Jan-13,Last Vegas,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","$63,914,167 ","$72,007,099 ","$112,914,167 "
1-Nov-13,Ender's Game,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$110,000,000 ","$61,737,191 ","$69,558,301 ","$127,983,283 "
20-Sep-13,Prisoners,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$46,000,000 ","$61,002,302 ","$68,730,759 ","$113,361,720 "
31-May-13,After Earth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$130,000,000 ","$60,522,097 ","$68,189,715 ","$251,499,665 "
25-Dec-13,The Secret Life of Walter Mitty,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$91,000,000 ","$58,236,838 ","$65,544,508 ","$187,861,183 "
15-Feb-13,Escape From Planet Earth,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$40,000,000 ","$57,012,977 ","$64,236,021 ","$74,156,610 "
18-Oct-13,12 Years a Slave,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$20,000,000 ","$56,671,993 ","$63,751,429 ","$180,765,061 "
1-Nov-13,Free Birds,Relativity,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$55,000,000 ","$55,750,480 ","$62,808,856 ","$110,387,072 "
25-Jan-13,Hansel & Gretel: Witch Hunters,Paramount Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,"$50,000,000 ","$55,703,475 ","$62,760,610 ","$214,949,716 "
5-Apr-13,Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$17,000,000 ","$54,239,856 ","$61,111,572 ","$99,041,947 "
19-Jul-13,RED 2,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$84,000,000 ","$53,262,560 ","$60,010,458 ","$141,507,355 "
13-Dec-13,Tyler Perry's A Madea Christmas,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,"$25,000,000 ","$52,543,354 ","$59,187,349 ","$52,543,354 "
29-Mar-13,Tyler Perry’s Temptation,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,"$37,000,000 ","$51,975,354 ","$58,560,173 ","$53,143,144 "
15-Mar-13,The Call,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$12,800,000 ","$51,872,378 ","$58,444,153 ","$69,821,476 "
26-Apr-13,Pain & Gain,Paramount Pictures,Action,Based on Real Life Events,Live Action,Contemporary Fiction,"$26,000,000 ","$49,875,291 ","$56,194,054 ","$81,275,291 "
11-Jan-13,Gangster Squad,Warner Bros.,Action,Based on Factual Book/Article,Live Action,Dramatization,"$60,000,000 ","$46,000,903 ","$51,828,810 ","$104,100,903 "
7-Jun-13,The Internship,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$58,000,000 ","$44,672,764 ","$50,332,405 ","$93,672,764 "
30-Aug-13,No se Aceptan Devoluciones,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$44,467,206 ","$50,100,812 ","$100,486,616 "
22-Feb-13,Snitch,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ","$42,930,462 ","$48,369,371 ","$57,907,734 "
6-Sep-13,Riddick,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$38,000,000 ","$42,025,135 ","$47,349,350 ","$94,763,758 "
11-Jan-13,A Haunted House,Open Road,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,500,000 ","$40,041,683 ","$45,114,612 ","$59,922,558 "
25-Dec-13,47 Ronin,Universal,Action,Original Screenplay,Live Action,Fantasy,"$175,000,000 ","$38,362,475 ","$43,191,351 ","$151,716,815 "
25-Dec-13,August: Osage County,Weinstein Co.,Black Comedy,Based on Play,Live Action,Contemporary Fiction,"$25,000,000 ","$37,738,810 ","$42,314,455 ","$50,738,810 "
22-Nov-13,Philomena,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$12,000,000 ","$37,709,979 ","$42,387,524 ","$98,963,392 "
13-Sep-13,The Family,Relativity,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ","$36,918,811 ","$41,596,091 ","$80,588,942 "
20-Dec-13,Walking with Dinosaurs,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$80,000,000 ","$36,076,121 ","$40,620,542 ","$123,368,842 "
18-Oct-13,Carrie,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$30,000,000 ","$35,266,619 ","$39,734,587 ","$82,409,520 "
4-Jan-13,Texas Chainsaw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$34,341,945 ","$39,215,984 ","$47,666,013 "
19-Jul-13,R.I.P.D.,Universal,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$130,000,000 ","$33,618,855 ","$37,878,066 ","$79,076,678 "
26-Jul-13,Blue Jasmine,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","$33,404,871 ","$37,633,329 ","$102,912,961 "
3-Jul-13,Kevin Hart: Let Me Explain,Lionsgate,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$2,500,000 ","$32,244,051 ","$36,329,082 ","$32,327,255 "
8-Feb-13,Side Effects,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$30,000,000 ","$32,172,757 ","$36,248,758 ","$66,742,138 "
12-Apr-13,Scary Movie V,Weinstein Co.,Comedy,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","$32,015,787 ","$36,071,906 ","$78,613,981 "
21-Aug-13,The Mortal Instruments: City of Bones,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$60,000,000 ","$31,165,421 ","$35,113,807 ","$75,965,567 "
22-Nov-13,Delivery Man,Walt Disney,Comedy,Remake,Live Action,Contemporary Fiction,"$22,000,000 ","$30,659,817 ","$34,539,759 ","$55,616,322 "
25-Dec-13,Grudge Match,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$29,817,991 ","$33,568,240 ","$69,817,991 "
30-Aug-13,One Direction: This is Us,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$10,000,000 ","$28,873,374 ","$32,531,374 ","$68,413,020 "
16-Aug-13,Kick-Ass 2,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$28,000,000 ","$28,795,985 ","$32,444,180 ","$63,129,909 "
1-Nov-13,Dallas Buyers Club,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,"$5,000,000 ","$27,298,285 ","$30,696,067 ","$60,611,845 "
20-Sep-13,Rush,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$38,000,000 ","$26,947,624 ","$30,361,644 ","$98,230,839 "
29-Mar-13,The Host,Open Road,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$50,000,000 ","$26,623,701 ","$29,996,683 ","$64,477,051 "
23-Aug-13,The World's End,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,"$20,000,000 ","$26,004,851 ","$29,299,432 ","$47,124,638 "
1-Mar-13,21 and Over,Relativity,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000 ","$25,682,380 ","$28,936,110 ","$42,195,766 "
18-Oct-13,Escape Plan,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","$25,135,965 ","$28,320,064 ","$103,735,965 "
27-Sep-13,Don Jon,Relativity,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,500,000 ","$24,477,704 ","$27,578,791 ","$41,268,579 "
4-May-12,The Avengers,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$225,000,000 ","$623,357,910 ","$717,331,462 ","$1,515,100,211 "
20-Jul-12,The Dark Knight Rises,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$230,000,000 ","$448,139,099 ","$515,697,750 ","$1,082,228,107 "
23-Mar-12,The Hunger Games,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$80,000,000 ","$408,010,692 ","$469,519,836 ","$677,923,379 "
8-Nov-12,Skyfall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$200,000,000 ","$304,360,277 ","$350,061,913 ","$1,110,526,981 "
14-Dec-12,The Hobbit: An Unexpected Journey,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$200,000,000 ","$303,003,568 ","$347,739,999 ","$1,014,938,545 "
16-Nov-12,"The Twilight Saga: Breaking Dawn, Part 2",Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$136,200,000 ","$292,324,737 ","$336,316,984 ","$829,724,737 "
3-Jul-12,The Amazing Spider-Man,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$220,000,000 ","$262,030,663 ","$301,532,773 ","$757,890,267 "
22-Jun-12,Brave,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$185,000,000 ","$237,282,182 ","$273,053,234 ","$554,606,532 "
29-Jun-12,Ted,Universal,Comedy,Original Screenplay,Animation/Live Action,Contemporary Fiction,"$50,000,000 ","$218,665,740 ","$251,630,421 ","$556,016,627 "
8-Jun-12,Madagascar 3: Europe's Most Wanted,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$145,000,000 ","$216,391,482 ","$249,013,308 ","$746,921,271 "
2-Mar-12,Dr. Seuss’ The Lorax,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$67,500,000 ","$214,030,500 ","$246,296,397 ","$350,976,753 "
2-Nov-12,Wreck-It Ralph,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$165,000,000 ","$189,412,677 ","$217,704,795 ","$496,511,521 "
9-Nov-12,Lincoln,Walt Disney,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$65,000,000 ","$182,207,973 ","$208,759,258 ","$273,346,281 "
25-May-12,Men in Black 3,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$215,000,000 ","$179,020,854 ","$206,008,922 ","$654,213,485 "
25-Dec-12,Django Unchained,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,"$100,000,000 ","$162,805,434 ","$185,988,817 ","$449,841,566 "
13-Jul-12,Ice Age: Continental Drift,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$95,000,000 ","$161,321,843 ","$185,638,877 ","$879,765,137 "
1-Jun-12,Snow White and the Huntsman,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$170,000,000 ","$155,136,755 ","$178,524,205 ","$401,021,746 "
25-Dec-12,Les Misérables,Universal,Musical,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$65,000,000 ","$148,809,770 ","$170,153,201 ","$438,420,442 "
28-Sep-12,Hotel Transylvania,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$85,000,000 ","$148,313,048 ","$170,620,279 ","$378,223,189 "
5-Oct-12,Taken 2,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","$139,854,287 ","$160,924,135 ","$377,807,404 "
16-Mar-12,21 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$42,000,000 ","$138,447,667 ","$159,319,166 ","$202,812,429 "
12-Oct-12,Argo,Warner Bros.,Thriller/Suspense,Based on Factual Book/Article,Live Action,Historical Fiction,"$44,500,000 ","$136,025,503 ","$155,908,183 ","$227,140,757 "
16-Nov-12,Silver Linings Playbook,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$21,000,000 ","$132,092,958 ","$149,662,391 ","$236,412,453 "
8-Jun-12,Prometheus,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$125,000,000 ","$126,477,084 ","$145,543,973 ","$402,448,265 "
10-Feb-12,Safe House,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","$126,181,630 ","$145,203,981 ","$207,884,401 "
10-Feb-12,The Vow,Sony Pictures,Drama,Based on Real Life Events,Live Action,Historical Fiction,"$30,000,000 ","$125,014,030 ","$143,860,365 ","$197,618,160 "
21-Nov-12,Life of Pi,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$120,000,000 ","$124,987,022 ","$143,012,414 ","$619,310,368 "
29-Jun-12,Magic Mike,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000 ","$113,721,571 ","$130,865,522 ","$170,549,753 "
10-Aug-12,The Bourne Legacy,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$125,000,000 ","$113,203,870 ","$130,269,774 ","$280,355,920 "
10-Feb-12,Journey 2: The Mysterious Island,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$79,000,000 ","$103,860,290 ","$119,517,619 ","$318,146,162 "
21-Nov-12,Rise of the Guardians,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$145,000,000 ","$103,412,758 ","$118,853,785 ","$306,900,902 "
19-Dec-12,Zero Dark Thirty,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$52,500,000 ","$95,720,716 ","$107,953,705 ","$134,612,435 "
2-Nov-12,Flight,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$31,000,000 ","$93,772,375 ","$107,878,007 ","$160,558,438 "
20-Apr-12,Think Like a Man,Sony Pictures,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$12,000,000 ","$91,547,205 ","$105,348,290 ","$113,373,764 "
10-Aug-12,The Campaign,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$95,000,000 ","$86,907,746 ","$100,009,411 ","$104,907,746 "
17-Aug-12,The Expendables 2,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000 ","$85,028,192 ","$97,846,506 ","$311,979,256 "
30-Mar-12,Wrath of the Titans,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$150,000,000 ","$83,670,083 ","$96,283,655 ","$305,270,083 "
21-Dec-12,Jack Reacher,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000 ","$80,070,736 ","$91,771,768 ","$217,370,736 "
11-May-12,Dark Shadows,Warner Bros.,Black Comedy,Based on TV,Live Action,Fantasy,"$150,000,000 ","$79,727,149 ","$91,746,313 ","$238,202,668 "
25-Dec-12,Parental Guidance,20th Century Fox,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$77,267,296 ","$88,315,801 ","$120,832,383 "
9-Mar-12,John Carter,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$263,700,000 ","$73,058,679 ","$84,072,550 ","$282,778,100 "
24-Feb-12,Act of Valor,Relativity,Action,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","$70,012,847 ","$80,567,540 ","$82,497,035 "
21-Dec-12,This is 40,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,"$35,000,000 ","$67,544,505 ","$77,407,313 ","$90,221,182 "
13-Jan-12,Contraband,Universal,Action,Remake,Live Action,Contemporary Fiction,"$25,000,000 ","$66,528,000 ","$76,557,338 ","$98,406,855 "
28-Sep-12,Looper,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$30,000,000 ","$66,486,205 ","$76,509,248 ","$170,466,405 "
29-Jun-12,Tyler Perry's Madea's Witness Protection,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$65,653,242 ","$75,550,709 ","$66,950,887 "
18-May-12,Battleship,Universal,Action,Based on Game,Live Action,Contemporary Fiction,"$220,000,000 ","$65,233,400 ","$75,067,574 ","$313,477,717 "
28-Sep-12,Pitch Perfect,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$17,000,000 ","$65,001,093 ","$74,791,940 ","$116,044,347 "
30-Mar-12,Mirror Mirror,Relativity,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$85,000,000 ","$64,935,167 ","$74,724,385 ","$173,613,482 "
3-Feb-12,Chronicle,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$12,000,000 ","$64,575,175 ","$74,310,124 ","$123,681,790 "
8-Aug-12,Hope Springs,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$63,536,011 ","$73,114,296 ","$133,085,295 "
20-Jan-12,Underworld: Awakening,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,"$70,000,000 ","$62,321,039 ","$71,716,168 ","$160,379,930 "
20-Apr-12,The Lucky One,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$25,000,000 ","$60,457,138 ","$69,571,272 ","$96,633,833 "
16-May-12,The Dictator,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","$59,650,222 ","$68,642,713 ","$180,148,897 "
3-Aug-12,Total Recall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$125,000,000 ","$58,877,969 ","$67,754,038 ","$211,856,088 "
6-Apr-12,American Reunion,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$56,758,835 ","$65,315,435 ","$236,799,211 "
17-Aug-12,ParaNorman,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","$56,003,051 ","$64,445,720 ","$108,119,662 "
17-Feb-12,This Means War,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","$54,760,791 ","$63,016,183 ","$156,974,557 "
2-Mar-12,Project X,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","$54,731,865 ","$62,982,896 ","$103,028,188 "
3-Feb-12,The Woman in Black,CBS Films,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,"$15,000,000 ","$54,333,290 ","$62,524,236 ","$128,955,898 "
19-Oct-12,Paranormal Activity 4,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$53,900,335 ","$62,026,006 ","$142,817,992 "
6-Jan-12,The Devil Inside,Paramount Pictures,Horror,Original Screenplay,Live Action,Historical Fiction,"$1,000,000 ","$53,262,945 ","$61,292,528 ","$101,759,490 "
15-Aug-12,The Odd Life of Timothy Green,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$51,853,450 ","$59,670,328 ","$55,249,159 "
17-Feb-12,Ghost Rider: Spirit of Vengeance,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$57,000,000 ","$51,774,002 ","$59,579,122 ","$149,217,355 "
27-Jan-12,The Grey,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","$51,580,136 ","$59,356,031 ","$81,249,176 "
20-Jan-12,Red Tails,20th Century Fox,Action,Based on Real Life Events,Live Action,Historical Fiction,"$58,000,000 ","$49,876,377 ","$57,395,424 ","$50,365,498 "
31-Aug-12,The Possession,Lionsgate,Horror,Original Screenplay,Live Action,Fantasy,"$14,000,000 ","$49,130,588 ","$56,537,205 ","$82,925,064 "
3-Aug-12,Diary of a Wimpy Kid: Dog Days,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$22,000,000 ","$49,008,662 ","$56,396,902 ","$77,229,695 "
12-Oct-12,Sinister,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000 ","$48,086,903 ","$55,336,183 ","$87,727,807 "
6-Jul-12,Savages,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000 ","$47,323,100 ","$54,457,235 ","$82,513,490 "
4-May-12,The Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$10,000,000 ","$46,383,639 ","$53,376,144 ","$134,639,780 "
25-May-12,Moonrise Kingdom,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,"$16,000,000 ","$45,512,466 ","$52,373,637 ","$68,848,446 "
12-Oct-12,Here Comes the Boom,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$42,000,000 ","$45,290,318 ","$52,089,375 ","$73,239,258 "
