Released,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office
26-Apr-19,Avengers: Endgame,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$400,000,000 ","$858,373,000 ","$858,373,002 ","$2,797,800,564 "
19-Jul-19,The Lion King,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,"$260,000,000 ","$543,638,043 ","$543,638,043 ","$1,654,367,425 "
20-Dec-19,Star Wars: The Rise of Skywalker,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$275,000,000 ","$515,202,542 ","$515,202,542 ","$1,072,848,487 "
22-Nov-19,Frozen II,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,"$150,000,000 ","$477,373,578 ","$477,373,578 ","$1,445,182,280 "
21-Jun-19,Toy Story 4,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000 ","$434,038,008 ","$434,038,008 ","$1,073,080,329 "
8-Mar-19,Captain Marvel,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$175,000,000 ","$426,829,839 ","$426,829,839 ","$1,129,727,388 "
2-Jul-19,Spider-Man: Far From Home,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$160,000,000 ","$390,532,085 ","$390,532,085 ","$1,132,532,832 "
24-May-19,Aladdin,Walt Disney,Adventure,Remake,Animation/Live Action,Fantasy,"$182,000,000 ","$355,559,216 ","$355,559,216 ","$1,046,649,706 "
4-Oct-19,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$55,000,000 ","$335,451,311 ","$335,451,311 ","$1,072,507,517 "
13-Dec-19,Jumanji: The Next Level,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$125,000,000 ","$316,831,246 ","$316,831,246 ","$798,332,900 "
6-Sep-19,It: Chapter Two,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","$211,593,228 ","$211,593,228 ","$469,566,806 "
22-Mar-19,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$175,084,580 ","$175,084,580 ","$256,091,919 "
2-Aug-19,Fast & Furious Presents: Hobbs & Shaw,Universal,Action,Spin-Off,Live Action,Contemporary Fiction,"$200,000,000 ","$173,956,935 ","$173,956,937 ","$760,381,706 "
17-May-19,John Wick: Chapter 3 — Parabellum,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$171,016,727 ","$171,016,727 ","$325,674,995 "
27-Nov-19,Knives Out,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$165,364,060 ","$165,364,060 ","$312,952,178 "
22-Feb-19,How to Train Your Dragon: The Hidden …,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$129,000,000 ","$160,799,505 ","$160,799,505 ","$522,747,474 "
25-Dec-19,1917,Universal,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$100,000,000 ","$159,227,644 ","$159,227,644 ","$370,603,379 "
7-Jun-19,The Secret Life of Pets 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$80,000,000 ","$158,874,395 ","$158,874,395 ","$446,275,938 "
10-May-19,Pokémon: Detective Pikachu,Warner Bros.,Adventure,Based on Game,Animation/Live Action,Kids Fiction,"$150,000,000 ","$144,105,346 ","$144,105,349 ","$431,482,976 "
26-Jul-19,Once Upon a Time…in Hollywood,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,"$90,000,000 ","$142,502,728 ","$142,502,728 ","$377,562,039 "
5-Apr-19,Shazam!,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$85,000,000 ","$140,371,656 ","$140,371,660 ","$363,664,533 "
15-Nov-19,Ford v. Ferrari,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$97,600,000 ","$117,624,357 ","$117,624,357 ","$224,418,748 "
29-Mar-19,Dumbo,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,"$170,000,000 ","$114,766,307 ","$114,766,309 ","$353,166,307 "
18-Oct-19,Maleficent: Mistress of Evil,Walt Disney,Adventure,Original Screenplay,Live Action,Fantasy,"$185,000,000 ","$113,929,605 ","$113,929,605 ","$489,346,495 "
18-Jan-19,Glass,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$111,048,468 ","$111,048,468 ","$246,999,039 "
31-May-19,Godzilla: King of the Monsters,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$170,000,000 ","$110,500,138 ","$110,500,139 ","$383,299,915 "
11-Jan-19,The Upside,STX Entertainment,Comedy,Based on Movie,Live Action,Dramatization,"$37,500,000 ","$108,235,497 ","$108,235,497 ","$125,818,440 "
25-Dec-19,Little Women,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$42,000,000 ","$108,095,955 ","$108,095,955 ","$218,895,434 "
8-Feb-19,The LEGO Movie 2: The Second Part,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$99,000,000 ","$105,806,508 ","$105,806,510 ","$190,131,036 "
13-Sep-19,Hustlers,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$20,700,000 ","$104,963,598 ","$104,963,598 ","$150,472,713 "
11-Oct-19,The Addams Family,United Artists,Adventure,Based on TV,Digital Animation,Kids Fiction,"$24,000,000 ","$97,864,733 ","$97,864,733 ","$200,612,027 "
20-Sep-19,Downton Abbey,Focus Features,Drama,Based on TV,Live Action,Historical Fiction,$0 ,"$96,853,865 ","$96,853,865 ","$194,694,724 "
31-May-19,Rocketman,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$41,000,000 ","$96,368,160 ","$96,368,160 ","$192,137,020 "
14-Feb-19,Alita: Battle Angel,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$170,000,000 ","$85,838,210 ","$85,838,210 ","$401,900,040 "
16-Aug-19,Good Boys,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$83,140,306 ","$83,140,309 ","$111,173,598 "
14-Jun-19,Men in Black: International,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$110,000,000 ","$80,001,807 ","$80,001,807 ","$253,020,464 "
26-Jun-19,Annabelle Comes Home,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$27,000,000 ","$74,152,591 ","$74,152,591 ","$231,252,591 "
28-Jun-19,Yesterday,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"$73,286,650 ","$73,286,650 ","$154,718,020 "
1-Mar-19,Tyler Perry’s A Madea Family Funeral,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$73,257,045 ","$73,257,045 ","$74,781,999 "
18-Oct-19,Zombieland: Double Tap,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$48,000,000 ","$73,118,130 ","$73,118,130 ","$122,266,018 "
23-Aug-19,Angel Has Fallen,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$69,030,436 ","$69,030,436 ","$133,365,452 "
9-Aug-19,Scary Stories to Tell in the Dark,Lionsgate,Horror,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$28,000,000 ","$68,947,075 ","$68,947,075 ","$95,607,360 "
25-Dec-19,Spies in Disguise,20th Century Fox,Adventure,Based on Short Film,Digital Animation,Kids Fiction,"$100,000,000 ","$66,757,013 ","$66,757,013 ","$165,138,481 "
7-Jun-19,Dark Phoenix,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Super Hero,"$200,000,000 ","$65,845,974 ","$65,845,974 ","$246,356,895 "
1-Nov-19,Terminator: Dark Fate,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$185,000,000 ","$62,253,077 ","$62,253,077 ","$250,372,367 "
22-Nov-19,A Beautiful Day in the Neighborhood,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$45,000,000 ","$61,696,436 ","$61,696,436 ","$68,550,222 "
27-Sep-19,Abominable,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","$60,761,390 ","$60,761,390 ","$188,659,191 "
9-Aug-19,Dora and the Lost City of Gold,Paramount Pictures,Adventure,Based on TV,Live Action,Kids Fiction,"$49,000,000 ","$60,477,943 ","$60,477,943 ","$120,597,108 "
4-Jan-19,Escape Room,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000 ","$57,000,756 ","$57,100,848 ","$155,615,727 "
8-Nov-19,Midway,Lionsgate,Action,Based on Real Life Events,Live Action,Dramatization,"$100,000,000 ","$56,846,802 ","$56,846,802 ","$126,829,063 "
19-Apr-19,The Curse of La Llorona,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000 ","$54,733,739 ","$54,733,739 ","$121,661,395 "
5-Apr-19,Pet Sematary,Paramount Pictures,Horror,Remake,Live Action,Contemporary Fiction,"$21,000,000 ","$54,724,696 ","$54,724,696 ","$111,809,732 "
8-Feb-19,What Men Want,Paramount Pictures,Romantic Comedy,Based on Movie,Live Action,Contemporary Fiction,"$20,000,000 ","$54,611,903 ","$54,611,903 ","$69,911,903 "
11-Oct-19,Gisaengchung,Neon,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$11,800,000 ","$53,369,745 ","$53,369,745 ","$254,253,853 "
20-Sep-19,Ad Astra,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$80,000,000 ","$50,188,370 ","$50,188,370 ","$135,432,019 "
13-Dec-19,Uncut Gems,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"$50,023,780 ","$50,023,780 ","$50,023,780 "
13-Feb-19,Isn’t it Romantic,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$31,000,000 ","$48,791,187 ","$48,791,189 ","$48,791,187 "
11-Oct-19,Gemini Man,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$140,000,000 ","$48,546,770 ","$48,546,770 ","$166,623,705 "
31-May-19,MA,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$45,896,028 ","$45,896,028 ","$61,220,784 "
15-Mar-19,Five Feet Apart,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$7,000,000 ","$45,729,221 ","$45,729,221 ","$92,554,209 "
15-Mar-19,Wonder Park,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$100,000,000 ","$45,216,793 ","$45,216,793 ","$115,112,118 "
20-Sep-19,Rambo: Last Blood,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$50,000,000 ","$44,819,352 ","$44,819,352 ","$91,419,352 "
8-Nov-19,Playing with Fire,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"$44,451,847 ","$44,451,847 ","$61,249,503 "
27-Nov-19,Queen & Slim,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","$43,808,310 ","$43,808,310 ","$47,936,399 "
1-Nov-19,Harriet,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,"$17,000,000 ","$43,082,155 ","$43,082,155 ","$43,248,374 "
11-Jan-19,A Dog’s Way Home,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$61,000,000 ","$41,952,715 ","$41,952,715 ","$81,152,505 "
13-Aug-19,The Angry Birds Movie 2,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,"$65,000,000 ","$41,657,076 ","$41,657,076 ","$152,018,812 "
12-Apr-19,Little,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"$40,860,481 ","$40,860,481 ","$49,207,917 "
17-Apr-19,Breakthrough,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$14,000,000 ","$40,713,082 ","$40,713,082 ","$49,231,674 "
12-Jul-19,Crawl,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","$39,014,193 ","$39,014,193 ","$90,007,532 "
25-Dec-19,Just Mercy,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$25,000,000 ","$36,001,502 ","$36,001,502 ","$50,401,502 "
10-May-19,The Hustle,United Artists,Comedy,Remake,Live Action,Contemporary Fiction,"$21,000,000 ","$35,417,038 ","$35,417,038 ","$97,409,779 "
3-May-19,The Intruder,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000 ","$35,388,976 ","$35,388,976 ","$40,597,401 "
8-Nov-19,Last Christmas,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$35,150,750 ","$35,150,750 ","$123,446,172 "
23-Aug-19,Overcomer,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","$34,700,142 ","$34,700,142 ","$38,102,988 "
18-Oct-19,Jojo Rabbit,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Historical Fiction,"$14,000,000 ","$33,370,906 ","$33,370,906 ","$87,068,472 "
8-Feb-19,Cold Pursuit,Lionsgate,Thriller/Suspense,Based on Movie,Live Action,Contemporary Fiction,"$60,000,000 ","$32,138,862 ","$32,138,862 ","$62,599,159 "
13-Dec-19,Bombshell,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,"$32,000,000 ","$31,762,808 ","$31,762,808 ","$61,404,394 "
8-Nov-19,Doctor Sleep,Warner Bros.,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$45,000,000 ","$31,581,712 ","$31,581,712 ","$71,856,239 "
16-Jan-19,Dragon Ball Super: Broly,FUNimation,Action,Based on TV,Digital Animation,Fantasy,"$8,500,000 ","$30,376,755 ","$30,376,755 ","$122,747,755 "
3-May-19,Long Shot,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","$30,316,271 ","$30,316,271 ","$53,624,424 "
21-Jun-19,Child’s Play,United Artists,Horror,Remake,Live Action,Contemporary Fiction,$0 ,"$29,208,403 ","$29,208,403 ","$43,509,248 "
21-Aug-19,Ready or Not,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000 ","$28,714,231 ","$28,714,231 ","$56,797,392 "
22-Nov-19,21 Bridges,STX Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$33,000,000 ","$28,539,757 ","$28,539,757 ","$42,663,460 "
13-Feb-19,Happy Death Day 2U,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000 ","$28,148,130 ","$28,148,130 ","$64,686,515 "
3-Jul-19,Midsommar,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000 ","$27,426,363 ","$27,426,363 ","$46,830,824 "
20-Dec-19,Cats,Universal,Musical,Based on Musical or Opera,Animation/Live Action,Fantasy,"$100,000,000 ","$27,166,770 ","$27,166,770 ","$75,486,351 "
9-Aug-19,The Art of Racing in the Rain,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$18,000,000 ","$26,402,818 ","$26,402,818 ","$30,997,027 "
25-Oct-19,Countdown,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$6,500,000 ","$25,621,766 ","$25,621,766 ","$42,178,964 "
27-Sep-19,Judy,Roadside Attractions,Drama,Based on Real Life Events,Live Action,Dramatization,$0 ,"$24,319,961 ","$24,319,961 ","$45,481,469 "
14-Feb-19,Fighting With My Family,MGM,Comedy,Based on Real Life Events,Live Action,Dramatization,"$11,000,000 ","$22,958,583 ","$22,958,583 ","$41,503,089 "
17-May-19,A Dog’s Journey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$16,000,000 ","$22,782,371 ","$22,782,371 ","$78,870,908 "
24-May-19,Booksmart,United Artists,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000 ","$22,680,962 ","$22,680,962 ","$24,949,770 "
12-Jul-19,Stuber,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000 ","$22,370,452 ","$22,370,452 ","$29,634,769 "
13-Dec-19,Richard Jewell,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$45,000,000 ","$22,345,542 ","$22,345,542 ","$43,100,570 "
16-Aug-19,47 Meters Down: Uncaged,Entertainment Studios Motion Pictures,Horror,Based on Movie,Live Action,Contemporary Fiction,"$12,000,000 ","$22,260,900 ","$22,260,900 ","$37,989,240 "
25-Oct-19,Black and Blue,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","$22,012,729 ","$22,012,729 ","$22,730,144 "
12-Apr-19,Hellboy,Lionsgate,Horror,Remake,Live Action,Super Hero,"$50,000,000 ","$21,903,748 ","$21,903,748 ","$53,956,480 "
14-Jun-19,Shaft,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$21,360,215 ","$21,360,215 ","$21,360,215 "
9-Aug-19,The Peanut Butter Falcon,Roadside Attractions,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$6,200,000 ","$20,457,158 ","$20,457,158 ","$23,200,20"
16-Feb-18,Black Panther,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","$700,059,566 ","$703,901,821 ","$1,336,494,321 "
27-Apr-18,Avengers: Infinity War,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$300,000,000 ","$678,815,482 ","$682,541,141 ","$2,048,359,754 "
15-Jun-18,Incredibles 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000 ","$608,581,744 ","$611,921,929 ","$1,242,805,359 "
22-Jun-18,Jurassic World: Fallen Kingdom,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$170,000,000 ","$417,719,760 ","$420,012,408 ","$1,308,334,005 "
21-Dec-18,Aquaman,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$160,000,000 ","$335,061,807 ","$336,154,340 ","$1,143,758,700 "
18-May-18,Deadpool 2,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$110,000,000 ","$324,591,735 ","$326,372,815 ","$786,362,370 "
9-Nov-18,Dr. Seuss’ The Grinch,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$75,000,000 ","$270,834,950 ","$272,296,416 ","$513,537,178 "
27-Jul-18,Mission: Impossible—Fallout,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$178,000,000 ","$220,159,104 ","$221,367,439 ","$787,176,729 "
6-Jul-18,Ant-Man and the Wasp,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$130,000,000 ","$216,648,740 ","$217,837,807 ","$623,144,660 "
2-Nov-18,Bohemian Rhapsody,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$55,000,000 ","$216,303,339 ","$217,345,118 ","$886,918,326 "
5-Oct-18,A Star is Born,Warner Bros.,Drama,Remake,Live Action,Contemporary Fiction,"$36,000,000 ","$215,288,866 ","$216,392,918 ","$431,870,523 "
25-May-18,Solo: A Star Wars Story,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Science Fiction,"$275,000,000 ","$213,767,512 ","$214,940,765 ","$393,151,347 "
5-Oct-18,Venom,Sony Pictures,Action,Spin-Off,Animation/Live Action,Super Hero,"$116,000,000 ","$213,511,408 ","$214,682,801 ","$853,530,899 "
21-Nov-18,Ralph Breaks The Internet,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000 ","$201,091,711 ","$202,118,881 ","$529,290,830 "
14-Dec-18,Spider-Man: Into The Spider-Verse 3D,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Super Hero,"$90,000,000 ","$190,173,195 ","$190,908,525 ","$375,654,619 "
6-Apr-18,A Quiet Place,Paramount Pictures,Horror,Original Screenplay,Live Action,Science Fiction,"$17,000,000 ","$188,024,361 ","$189,056,327 ","$334,876,670 "
15-Aug-18,Crazy Rich Asians,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ","$174,532,921 ","$175,490,816 ","$238,099,711 "
19-Dec-18,Mary Poppins Returns,Walt Disney,Musical,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$130,000,000 ","$171,958,438 ","$172,720,328 ","$348,901,032 "
13-Jul-18,Hotel Transylvania 3: Summer Vacation,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$65,000,000 ","$167,500,092 ","$168,419,406 ","$527,848,903 "
16-Nov-18,Fantastic Beasts: The Crimes of Grind…,Warner Bros.,Adventure,Spin-Off,Animation/Live Action,Fantasy,"$200,000,000 ","$159,555,901 ","$160,416,396 ","$651,280,475 "
19-Oct-18,Halloween,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$159,366,015 ","$160,235,046 ","$255,416,089 "
10-Aug-18,The Meg,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$178,000,000 ","$145,443,742 ","$146,242,011 ","$527,370,715 "
8-Jun-18,Ocean’s 8,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","$140,218,711 ","$140,988,302 ","$297,718,711 "
29-Mar-18,Ready Player One,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$150,000,000 ","$137,690,172 ","$138,445,880 ","$579,055,653 "
21-Dec-18,Bumblebee,Paramount Pictures,Adventure,Based on Toy,Animation/Live Action,Science Fiction,"$102,000,000 ","$127,195,589 ","$127,587,606 ","$465,195,589 "
20-Jul-18,Mamma Mia: Here We Go Again!,Universal,Musical,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000 ","$120,634,935 ","$121,297,031 ","$399,228,127 "
7-Sep-18,The Nun,Warner Bros.,Horror,Spin-Off,Live Action,Contemporary Fiction,"$22,000,000 ","$117,450,119 ","$118,094,741 ","$363,391,647 "
21-Nov-18,Creed II,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","$115,715,889 ","$115,715,889 ","$213,591,522 "
9-Feb-18,Peter Rabbit,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$50,000,000 ","$115,234,093 ","$115,866,544 ","$346,727,372 "
14-Dec-18,The Mule,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","$103,804,407 ","$104,159,624 ","$173,453,994 "
20-Jul-18,The Equalizer 2,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$77,000,000 ","$102,084,362 ","$102,644,643 ","$190,376,181 "
13-Apr-18,Rampage,Warner Bros.,Action,Based on Game,Live Action,Science Fiction,"$120,000,000 ","$101,028,233 ","$101,582,724 ","$427,947,217 "
9-Mar-18,A Wrinkle in Time,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$103,000,000 ","$100,478,608 ","$101,030,073 ","$133,214,549 "
9-Feb-18,Fifty Shades Freed,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$55,000,000 ","$100,407,760 ","$100,958,845 ","$371,985,018 "
3-Aug-18,Christopher Robin,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$75,000,000 ","$99,215,042 ","$99,759,572 ","$197,744,377 "
16-Nov-18,Green Book,Universal,Comedy,Based on Real Life Events,Live Action,Dramatization,"$23,000,000 ","$85,080,171 ","$85,256,636 ","$320,029,388 "
16-Mar-18,I Can Only Imagine,Roadside Attractions,Drama,Based on Song,Live Action,Dramatization,"$7,000,000 ","$83,482,352 ","$83,940,536 ","$85,783,567 "
28-Sep-18,Smallfoot,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$80,000,000 ","$83,240,103 ","$83,695,515 ","$213,682,073 "
28-Sep-18,Night School,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$29,000,000 ","$77,339,130 ","$77,740,929 ","$103,113,446 "
4-Jul-18,The First Purge,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000 ","$69,488,745 ","$69,870,135 ","$137,054,597 "
23-Feb-18,Game Night,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$37,000,000 ","$69,179,066 ","$69,558,750 ","$117,378,084 "
18-May-18,Book Club,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$68,566,296 ","$68,942,621 ","$91,328,463 "
21-Sep-18,The House with a Clock in its Walls,Universal,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$40,000,000 ","$68,549,695 ","$68,912,558 ","$131,457,147 "
13-Jul-18,Skyscraper,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$125,000,000 ","$68,420,120 ","$68,795,640 ","$304,868,961 "
5-Jan-18,Insidious: The Last Key,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","$67,745,330 ","$68,117,149 ","$172,811,971 "
16-Nov-18,Instant Family,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$48,000,000 ","$67,363,237 ","$67,719,138 ","$119,736,188 "
6-Apr-18,Blockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,000,000 ","$60,311,495 ","$60,642,516 ","$94,523,781 "
23-Mar-18,Pacific Rim: Uprising,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$155,000,000 ","$59,874,525 ","$60,203,147 ","$290,930,148 "
16-Mar-18,Tomb Raider,Warner Bros.,Action,Based on Game,Live Action,Contemporary Fiction,"$90,000,000 ","$58,250,803 ","$58,570,515 ","$273,477,501 "
26-Jan-18,Maze Runner: The Death Cure,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$61,000,000 ","$58,032,443 ","$58,350,950 ","$265,878,536 "
2-Nov-18,The Nutcracker and the Four Realms,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$132,900,000 ","$54,858,851 ","$55,159,532 ","$170,024,300 "
15-Jun-18,Tag,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$28,000,000 ","$54,730,625 ","$55,031,008 ","$77,024,944 "
14-Sep-18,A Simple Favor,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","$53,548,586 ","$53,842,489 ","$97,628,717 "
11-May-18,Life of the Party,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","$53,059,911 ","$53,351,128 ","$65,859,911 "
14-Sep-18,The Predator,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,"$88,000,000 ","$51,024,708 ","$51,304,757 ","$159,487,563 "
